source_id,filename,label,sequence,druid_no_audio
,vp841bj7956_281_a_sh.wav,"Tape 4, Side A",,
,vp841bj7956_281_a_sl.mp3,"Tape 4, Side A",7,
,vp841bj7956_282_a_pm.wav,"Tape 5, Side A",,
,vp841bj7956_282_a_sh.wav,"Tape 5, Side A",,
,vp841bj7956_282_a_sl.mp3,"Tape 5, Side A",8,
,vp841bj7956_283_a_pm.wav,"Tape 6, Side A",,
,vp841bj7956_283_a_sh.wav,"Tape 6, Side A",,
,vp841bj7956_283_a_sl.mp3,"Tape 6, Side A",9,
,vp841bj7956_283_b_pm.wav,"Tape 6, Side B",,
,vp841bj7956_283_b_sh.wav,"Tape 6, Side B",,
,vp841bj7956_283_b_sl.mp3,"Tape 6, Side B",10
,vp841bj7956_284_a_pm.wav,"Tape 7, Side A",,
,vp841bj7956_284_a_sh.wav,"Tape 7, Side A",,
,vp841bj7956_284_a_sl.mp3,"Tape 7, Side A",11,
,vp841bj7956_285_a_pm.wav,"Tape 8, Side A",,
,vp841bj7956_285_a_sh.wav,"Tape 8, Side A",,
,vp841bj7956_285_a_sl.mp3,"Tape 8, Side A",12,
,vp841bj7956_285_b_pm.wav,"Tape 8, Side B",,
,vp841bj7956_285_b_sh.wav,"Tape 8, Side B",,
,vp841bj7956_285_b_sl.mp3,"Tape 8, Side B",13,
,vp841bj7956_286_a_pm.wav,"Tape 9, Side A",,
,vp841bj7956_286_a_sh.wav,"Tape 9, Side A",,
,vp841bj7956_286_a_sl.mp3,"Tape 9, Side A",14,
,vp841bj7956_287_a_pm.wav,"Tape 10, Side A",,
,vp841bj7956_287_a_sh.wav,"Tape 10, Side A",,
,vp841bj7956_287_a_sl.mp3,"Tape 10, Side A",15,
,vp841bj7956_287_b_pm.wav,"Tape 10, Side B",,
,vp841bj7956_287_b_sh.wav,"Tape 10, Side B",,
,vp841bj7956_287_b_sl.mp3,"Tape 10, Side B",16,
,vp841bj7956_288_a_pm.wav,"Tape 11, Side A",,
,vp841bj7956_288_a_sh.wav,"Tape 11, Side A",,
,vp841bj7956_288_a_sl.mp3,"Tape 11, Side A",17,
,vp841bj7956_288_b_pm.wav,"Tape 11, Side B",,
,vp841bj7956_288_b_sh.wav,"Tape 11, Side B",,
,vp841bj7956_288_b_sl.mp3,"Tape 11, Side B",18,
,vp841bj7956_289_a_pm.wav,"Tape 12, Side A",,
,vp841bj7956_289_a_sh.wav,"Tape 12, Side A",,
,vp841bj7956_289_a_sl.mp3,"Tape 12, Side A",19,
,vp841bj7956_289_b_pm.wav,"Tape 12, Side B",,
,vp841bj7956_289_b_sh.wav,"Tape 12, Side B",,
,vp841bj7956_289_b_sl.mp3,"Tape 12, Side B",20,
,vp841bj7956_290_a_pm.wav,"Tape 13, Side A",,
,vp841bj7956_290_a_sh.wav,"Tape 13, Side A",,
,vp841bj7956_290_a_sl.mp3,"Tape 13, Side A",21,
,vp841bj7956_290_b_pm.wav,"Tape 13, Side B",,
,vp841bj7956_290_b_sh.wav,"Tape 13, Side B",,
,vp841bj7956_290_b_sl.mp3,"Tape 13, Side B",22,
,vp841bj7956_291_a_pm.wav,"Tape 14, Side A",,
,vp841bj7956_291_a_sh.wav,"Tape 14, Side A",,
,vp841bj7956_291_a_sl.mp3,"Tape 14, Side A",23,
,vp841bj7956_291_b_pm.wav,"Tape 14, Side B",,
,vp841bj7956_291_b_sh.wav,"Tape 14, Side B",,
,vp841bj7956_291_b_sl.mp3,"Tape 14, Side B",24,
,vp841bj7956_292_a_pm.wav,"Tape 15, Side A",,
,vp841bj7956_292_a_sh.wav,"Tape 15, Side A",,
,vp841bj7956_292_a_sl.mp3,"Tape 15, Side A",25,
,vp841bj7956_292_b_pm.wav,"Tape 15, Side B",,
,vp841bj7956_292_b_sh.wav,"Tape 15, Side B",,
,vp841bj7956_292_b_sl.mp3,"Tape 15, Side B",26,
,vp841bj7956_293_a_pm.wav,"Tape 16, Side A",,
,vp841bj7956_293_a_sh.wav,"Tape 16, Side A",,
,vp841bj7956_293_a_sl.mp3,"Tape 16, Side A",27,
,vp841bj7956_293_b_pm.wav,"Tape 16, Side B",,
,vp841bj7956_293_b_sh.wav,"Tape 16, Side B",,
,vp841bj7956_293_b_sl.mp3,"Tape 16, Side B",28,
,vp841bj7956_294_a_pm.wav,"Tape 17, Side A",,
,vp841bj7956_294_a_sh.wav,"Tape 17, Side A",,
,vp841bj7956_294_a_sl.mp3,"Tape 17, Side A",29,
,vp841bj7956_294_b_pm.wav,"Tape 17, Side B",,
,vp841bj7956_294_b_sh.wav,"Tape 17, Side B",,
,vp841bj7956_294_b_sl.mp3,"Tape 17, Side B",30,
,vp841bj7956_295_a_pm.wav,"Tape 18, Side A",,
,vp841bj7956_295_a_sh.wav,"Tape 18, Side A",,
,vp841bj7956_295_a_sl.mp3,"Tape 18, Side A",31,
,vp841bj7956_295_b_pm.wav,"Tape 18, Side B",,
,vp841bj7956_295_b_sh.wav,"Tape 18, Side B",,
,vp841bj7956_295_b_sl.mp3,"Tape 18, Side B",32,
SC1017_s7_Beard,wx313fj6889_303_a_pm.wav,"Tape 1, Side A",,
,wx313fj6889_303_a_sh.wav,"Tape 1, Side A",,
,wx313fj6889_303_a_sl.mp3,"Tape 1, Side A",1,
,wx313fj6889_303_b_pm.wav,"Tape 1, Side B",,
,wx313fj6889_303_b_sh.wav,"Tape 1, Side B",,
,wx313fj6889_303_b_sl.mp3,"Tape 1, Side B",2,
