source_id,filename,label,sequence,druid_no_audio
,gk331ym6149_148_a_pm.wav,"Tape 2, Side A",,
,gk331ym6149_148_a_sh.wav,"Tape 2, Side A",,
,gk331ym6149_148_a_sl.mp3,"Tape 2, Side A",3,
,gk331ym6149_148_b_pm.wav,"Tape 2, Side B",,
,gk331ym6149_148_b_sh.wav,"Tape 2, Side B",,
,gk331ym6149_148_b_sl.mp3,"Tape 2, Side B",4,
SC1017_s1_Norman,gn803fr3132_184_a_pm.wav,"Tape 1, Side A",,
,gn803fr3132_184_a_sh.wav,"Tape 1, Side A",,
,gn803fr3132_184_a_sl.mp3,"Tape 1, Side A",1,
SC1017_s1_Cline,gs097wb5708_170_a_pm.wav,"Tape 1, Side A",,
,gs097wb5708_170_a_sh.wav,"Tape 1, Side A",,
,gs097wb5708_170_a_sl.mp3,"Tape 1, Side A",1,
,gs097wb5708_170_b_pm.wav,"Tape 1, Side B",,
,gs097wb5708_170_b_sh.wav,"Tape 1, Side B",,
,gs097wb5708_170_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s6_Packard,gz164cj5787_244_a_pm.wav,"Tape 1, Side A",,
,gz164cj5787_244_a_sh.wav,"Tape 1, Side A",,
,gz164cj5787_244_a_sl.mp3,"Tape 1, Side A",1,
,gz164cj5787_244_b_pm.wav,"Tape 1, Side B",,
,gz164cj5787_244_b_sh.wav,"Tape 1, Side B",,
,gz164cj5787_244_b_sl.mp3,"Tape 1, Side B",2,
,gz164cj5787_245_a_pm.wav,"Tape 2, Side A",,
,gz164cj5787_245_a_sh.wav,"Tape 2, Side A",,
,gz164cj5787_245_a_sl.mp3,"Tape 2, Side A",3,
,gz164cj5787_245_b_pm.wav,"Tape 2, Side B",,
,gz164cj5787_245_b_sh.wav,"Tape 2, Side B",,
,gz164cj5787_245_b_sl.mp3,"Tape 2, Side B",4,
,gz164cj5787_246_a_pm.wav,"Tape 3, Side A",,
,gz164cj5787_246_a_sh.wav,"Tape 3, Side A",,
,gz164cj5787_246_a_sl.mp3,"Tape 3, Side A",5,
,gz164cj5787_246_b_pm.wav,"Tape 3, Side B",,
,gz164cj5787_246_b_sh.wav,"Tape 3, Side B",,
,gz164cj5787_246_b_sl.mp3,"Tape 3, Side B",6,
,gz164cj5787_247_a_pm.wav,"Tape 4, Side A",,
,gz164cj5787_247_a_sh.wav,"Tape 4, Side A",,
,gz164cj5787_247_a_sl.mp3,"Tape 4, Side A",7,
,gz164cj5787_247_b_pm.wav,"Tape 4, Side B",,
,gz164cj5787_247_b_sh.wav,"Tape 4, Side B",,
,gz164cj5787_247_b_sl.mp3,"Tape 4, Side B",8,
,gz164cj5787_248_a_pm.wav,"Tape 5, Side A",,
,gz164cj5787_248_a_sh.wav,"Tape 5, Side A",,
,gz164cj5787_248_a_sl.mp3,"Tape 5, Side A",9,
,gz164cj5787_248_b_pm.wav,"Tape 5, Side B",,
,gz164cj5787_248_b_sh.wav,"Tape 5, Side B",,
,gz164cj5787_248_b_sl.mp3,"Tape 5, Side B",10,
,gz164cj5787_249_a_pm.wav,"Tape 6, Side A",,
,gz164cj5787_249_a_sh.wav,"Tape 6, Side A",,
,gz164cj5787_249_a_sl.mp3,"Tape 6, Side A",11,
,gz164cj5787_249_b_pm.wav,"Tape 6, Side B",,
,gz164cj5787_249_b_sh.wav,"Tape 6, Side B",,
,gz164cj5787_249_b_sl.mp3,"Tape 6, Side B",12,
,gz164cj5787_250_a_pm.wav,"Tape 7, Side A",,
,gz164cj5787_250_a_sh.wav,"Tape 7, Side A",,
,gz164cj5787_250_a_sl.mp3,"Tape 7, Side A",13,
,gz164cj5787_250_b_pm.wav,"Tape 7, Side B",,
,gz164cj5787_250_b_sh.wav,"Tape 7, Side B",,
,gz164cj5787_250_b_sl.mp3,"Tape 7, Side B",14,
,gz164cj5787_251_a_pm.wav,"Tape 8, Side A",,
,gz164cj5787_251_a_sh.wav,"Tape 8, Side A",,
,gz164cj5787_251_a_sl.mp3,"Tape 8, Side A",15,
,gz164cj5787_251_b_pm.wav,"Tape 8, Side B",,
,gz164cj5787_251_b_sh.wav,"Tape 8, Side B",,
,gz164cj5787_251_b_sl.mp3,"Tape 8, Side B",16,
SC1017_s5_Hawes,gz557qn0765_214_a_pm.wav,"Tape 1, Side A",,
,gz557qn0765_214_a_sh.wav,"Tape 1, Side A",,
,gz557qn0765_214_a_sl.mp3,"Tape 1, Side A",1,
,gz557qn0765_214_b_pm.wav,"Tape 1, Side B",,
,gz557qn0765_214_b_sh.wav,"Tape 1, Side B",,
,gz557qn0765_214_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s1_Stolz,hd281df9582_141_a_pm.wav,"Tape 1, Side A",,
,hd281df9582_141_a_sh.wav,"Tape 1, Side A",,
,hd281df9582_141_a_sl.mp3,"Tape 1, Side A",1,
,hd281df9582_141_b_pm.wav,"Tape 1, Side B",,
,hd281df9582_141_b_sh.wav,"Tape 1, Side B",,
,hd281df9582_141_b_sl.mp3,"Tape 1, Side B",2,
,hd281df9582_142_a_pm.wav,"Tape 2, Side A",,
,hd281df9582_142_a_sh.wav,"Tape 2, Side A",,
,hd281df9582_142_a_sl.mp3,"Tape 2, Side A",3,
,hd281df9582_142_b_pm.wav,"Tape 2, Side B",,
,hd281df9582_142_b_sh.wav,"Tape 2, Side B",,
,hd281df9582_142_b_sl.mp3,"Tape 2, Side B",4,
,hd281df9582_262_a_pm.wav,"Tape 3, Side A",,
,hd281df9582_262_a_sh.wav,"Tape 3, Side A",,
,hd281df9582_262_a_sl.mp3,"Tape 3, Side A",5,
,hd281df9582_262_b_pm.wav,"Tape 3, Side B",,
,hd281df9582_262_b_sh.wav,"Tape 3, Side B",,
,hd281df9582_262_b_sl.mp3,"Tape 3, Side B",6,
,hd281df9582_263_a_pm.wav,"Tape 4, Side A",,
,hd281df9582_263_a_sh.wav,"Tape 4, Side A",,
,hd281df9582_263_a_sl.mp3,"Tape 4, Side A",7,
SC1017_s4_Bancroft,hf313bb8904_159_a_pm.wav,"Tape 1, Side A",,
,hf313bb8904_159_a_sh.wav,"Tape 1, Side A",,
,hf313bb8904_159_a_sl.mp3,"Tape 1, Side A",1,
,hf313bb8904_159_b_pm.wav,"Tape 1, Side B",,
,hf313bb8904_159_b_sh.wav,"Tape 1, Side B",,
,hf313bb8904_159_b_sl.mp3,"Tape 1, Side B",2,
,hf313bb8904_160_a_pm.wav,"Tape 2, Side A",,
,hf313bb8904_160_a_sh.wav,"Tape 2, Side A",,
,hf313bb8904_160_a_sl.mp3,"Tape 2, Side A",3,
,hf313bb8904_160_b_pm.wav,"Tape 2, Side B",,
,hf313bb8904_160_b_sh.wav,"Tape 2, Side B",,
,hf313bb8904_160_b_sl.mp3,"Tape 2, Side B",4,
SC1017_s1_Ashley,hf399bc9522_11_a_pm.wav,"Tape 1, Side A",,
,hf399bc9522_11_a_sh.wav,"Tape 1, Side A",,
,hf399bc9522_11_a_sl.mp3,"Tape 1, Side A",1,
,hf399bc9522_12_a_pm.wav,"Tape 2, Side A",,
,hf399bc9522_12_a_sh.wav,"Tape 2, Side A",,
,hf399bc9522_12_a_sl.mp3,"Tape 2, Side A",2,
,hf399bc9522_12_b_pm.wav,"Tape 2, Side B",,
,hf399bc9522_12_b_sh.wav,"Tape 2, Side B",,
,hf399bc9522_12_b_sl.mp3,"Tape 2, Side B",3,
SC1017_ s4_Hobart,hn397rv2864_200_a_pm.wav,"Tape 1, Side A",,
,hn397rv2864_200_a_sh.wav,"Tape 1, Side A",,
,hn397rv2864_200_a_sl.mp3,"Tape 1, Side A",1,
,hn397rv2864_200_b_pm.wav,"Tape 1, Side B",,
,hn397rv2864_200_b_sh.wav,"Tape 1, Side B",,
,hn397rv2864_200_b_sl.mp3,"Tape 1, Side B",2,
,hn397rv2864_201_a_pm.wav,"Tape 2, Side A",,
,hn397rv2864_201_a_sh.wav,"Tape 2, Side A",,
,hn397rv2864_201_a_sl.mp3,"Tape 2, Side A",3,
SC1017_s4_Goldsborough,hn857wq9391_198_a_pm.wav,"Tape 1, Side A",,
,hn857wq9391_198_a_sh.wav,"Tape 1, Side A",,
,hn857wq9391_198_a_sl.mp3,"Tape 1, Side A",1,
,hn857wq9391_198_b_pm.wav,"Tape 1, Side B",,
,hn857wq9391_198_b_sh.wav,"Tape 1, Side B",,
,hn857wq9391_198_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s3_Roesler,hq794xv9713_187_a_pm.wav,"Tape 1, Side A",,
,hq794xv9713_187_a_sh.wav,"Tape 1, Side A",,
,hq794xv9713_187_a_sl.mp3,"Tape 1, Side A",1,
SC1017_s4_Schawlow,hw355qs7126_204_a_pm.wav,"Tape 1, Side A",,
,hw355qs7126_204_a_sh.wav,"Tape 1, Side A",,
,hw355qs7126_204_a_sl.mp3,"Tape 1, Side A",1,
,hw355qs7126_204_b_pm.wav,"Tape 1, Side B",,
,hw355qs7126_204_b_sh.wav,"Tape 1, Side B",,
,hw355qs7126_204_b_sl.mp3,"Tape 1, Side B",2,
,hw355qs7126_205_a_pm.wav,"Tape 2, Side A",,
,hw355qs7126_205_a_sh.wav,"Tape 2, Side A",,
,hw355qs7126_205_a_sl.mp3,"Tape 2, Side A",3,
,hw355qs7126_205_b_pm.wav,"Tape 2, Side B",,
,hw355qs7126_205_b_sh.wav,"Tape 2, Side B",,
,hw355qs7126_205_b_sl.mp3,"Tape 2, Side B",4,
SC1017_s3_Krebs,hw671yr3359_180_a_pm.wav,"Tape 1, Side A",,
,hw671yr3359_180_a_sh.wav,"Tape 1, Side A",,
,hw671yr3359_180_a_sl.mp3,"Tape 1, Side A",1,
,hw671yr3359_180_b_pm.wav,"Tape 1, Side B",,
,hw671yr3359_180_b_sh.wav,"Tape 1, Side B",,
,hw671yr3359_180_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s2_Smith,hz194xs1858_123_a_pm.wav,"Tape 1, Side A",,
,hz194xs1858_123_a_sh.wav,"Tape 1, Side A",,
,hz194xs1858_123_a_sl.mp3,"Tape 1, Side A",1,
,hz194xs1858_123_b_pm.wav,"Tape 1, Side B",,
,hz194xs1858_123_b_sh.wav,"Tape 1, Side B",,
,hz194xs1858_123_b_sl.mp3,"Tape 1, Side B",2,
,hz194xs1858_165_a_pm.wav,"Tape 2, Side A",,
,hz194xs1858_165_a_sh.wav,"Tape 2, Side A",,
,hz194xs1858_165_a_sl.mp3,"Tape 2, Side A",3,
,hz194xs1858_165_b_pm.wav,"Tape 2, Side B",,
,hz194xs1858_165_b_sh.wav,"Tape 2, Side B",,
,hz194xs1858_165_b_sl.mp3,"Tape 2, Side B",4,
SC1017_ s1_Purdy,jb759xm2162_278_a_pm.wav,"Tape 1, Side A",,
,jb759xm2162_278_a_sh.wav,"Tape 1, Side A",,
,jb759xm2162_278_a_sl.mp3,"Tape 1, Side A",1,
,jb759xm2162_278_b_pm.wav,"Tape 1, Side B",,
,jb759xm2162_278_b_sh.wav,"Tape 1, Side B",,
,jb759xm2162_278_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s1_Crosten,jg073zf1374_43_a_pm.wav,"Tape 1, Side A",,
,jg073zf1374_43_a_sh.wav,"Tape 1, Side A",,
,jg073zf1374_43_a_sl.mp3,"Tape 1, Side A",1,
,jg073zf1374_43_b_pm.wav,"Tape 1, Side B",,
,jg073zf1374_43_b_sh.wav,"Tape 1, Side B",,
,jg073zf1374_43_b_sl.mp3,"Tape 1, Side B",2,
,jg073zf1374_44_a_pm.wav,"Tape 2, Side A",,
,jg073zf1374_44_a_sh.wav,"Tape 2, Side A",,
,jg073zf1374_44_a_sl.mp3,"Tape 2, Side A",3,
,jg073zf1374_44_b_pm.wav,"Tape 2, Side B",,
,jg073zf1374_44_b_sh.wav,"Tape 2, Side B",,
,jg073zf1374_44_b_sl.mp3,"Tape 2, Side B",4,
,jg073zf1374_45_a_pm.wav,"Tape 3, Side A",,
,jg073zf1374_45_a_sh.wav,"Tape 3, Side A",,
,jg073zf1374_45_a_sl.mp3,"Tape 3, Side A",5,
,jg073zf1374_46_a_pm.wav,"Tape 4, Side A",,
,jg073zf1374_46_a_sh.wav,"Tape 4, Side A",,
,jg073zf1374_46_a_sl.mp3,"Tape 4, Side A",6,
,jg073zf1374_46_b_pm.wav,"Tape 4, Side B",,
,jg073zf1374_46_b_sh.wav,"Tape 4, Side B",,
,jg073zf1374_46_b_sl.mp3,"Tape 4, Side B",7,
,jg073zf1374_47_a_pm.wav,"Tape 5, Side A",,
,jg073zf1374_47_a_sh.wav,"Tape 5, Side A",,
,jg073zf1374_47_a_sl.mp3,"Tape 5, Side A",8,
SC1017_s5_Denard,jg774qq0392_211_a_pm.wav,"Tape 1, Side A",,
,jg774qq0392_211_a_sh.wav,"Tape 1, Side A",,
,jg774qq0392_211_a_sl.mp3,"Tape 1, Side A",1,
SC1017_s1_Lyman,jj027rv0873_284_a_pm.wav,"Tape 1, Side A",,
,jj027rv0873_284_a_sh.wav,"Tape 1, Side A",,
,jj027rv0873_284_a_sl.mp3,"Tape 1, Side A",1,
,jj027rv0873_284_b_pm.wav,"Tape 1, Side B",,
,jj027rv0873_284_b_sh.wav,"Tape 1, Side B",,
,jj027rv0873_284_b_sl.mp3,"Tape 1, Side B",2,
,jj027rv0873_285_a_pm.wav,"Tape 2, Side A",,
,jj027rv0873_285_a_sh.wav,"Tape 2, Side A",,
,jj027rv0873_285_a_sl.mp3,"Tape 2, Side A",3,
,jj027rv0873_285_b_pm.wav,"Tape 2, Side B",,
,jj027rv0873_285_b_sh.wav,"Tape 2, Side B",,
,jj027rv0873_285_b_sl.mp3,"Tape 2, Side B",4,
,jj027rv0873_286_a_pm.wav,"Tape 3, Side A",,
,jj027rv0873_286_a_sh.wav,"Tape 3, Side A",,
,jj027rv0873_286_a_sl.mp3,"Tape 3, Side A",5,
,jj027rv0873_286_b_pm.wav,"Tape 3, Side B",,
,jj027rv0873_286_b_sh.wav,"Tape 3, Side B",,
,jj027rv0873_286_b_sl.mp3,"Tape 3, Side B",6,
,jj027rv0873_287_a_pm.wav,"Tape 4, Side A",,
,jj027rv0873_287_a_sh.wav,"Tape 4, Side A",,
,jj027rv0873_287_a_sl.mp3,"Tape 4, Side A",7,
,jj027rv0873_287_b_pm.wav,"Tape 4, Side B",,
,jj027rv0873_287_b_sh.wav,"Tape 4, Side B",,
,jj027rv0873_287_b_sl.mp3,"Tape 4, Side B",8,
,jj027rv0873_288_a_pm.wav,"Tape 5, Side A",,
,jj027rv0873_288_a_sh.wav,"Tape 5, Side A",,
,jj027rv0873_288_a_sl.mp3,"Tape 5, Side A",9,
,jj027rv0873_288_b_pm.wav,"Tape 5, Side B",,
,jj027rv0873_288_b_sh.wav,"Tape 5, Side B",,
,jj027rv0873_288_b_sl.mp3,"Tape 5, Side B",10,
,jj027rv0873_289_a_pm.wav,"Tape 6, Side A",,
,jj027rv0873_289_a_sh.wav,"Tape 6, Side A",,
,jj027rv0873_289_a_sl.mp3,"Tape 6, Side A",11,
,jj027rv0873_289_b_pm.wav,"Tape 6, Side B",,
,jj027rv0873_289_b_sh.wav,"Tape 6, Side B",,
,jj027rv0873_289_b_sl.mp3,"Tape 6, Side B",12,
SC1017_s1_Freeman,jj239hz2493_61_a_pm.wav,"Tape 1, Side A",,
,jj239hz2493_61_a_sh.wav,"Tape 1, Side A",,
,jj239hz2493_61_a_sl.mp3,"Tape 1, Side A",1,
,jj239hz2493_61_b_pm.wav,"Tape 1, Side B",,
,jj239hz2493_61_b_sh.wav,"Tape 1, Side B",,
,jj239hz2493_61_b_sl.mp3,"Tape 1, Side B",2,
,jj239hz2493_62_a_pm.wav,"Tape 2, Side A",,
,jj239hz2493_62_a_sh.wav,"Tape 2, Side A",,
,jj239hz2493_62_a_sl.mp3,"Tape 2, Side A",3,
SC1017_s3_Qualls,jj719sy1774_188_a_pm.wav,"Tape 1, Side A",,
,jj719sy1774_188_a_sh.wav,"Tape 1, Side A",,
,jj719sy1774_188_a_sl.mp3,"Tape 1, Side A",1,
,jj719sy1774_188_b_pm.wav,"Tape 1, Side B",,
,jj719sy1774_188_b_sh.wav,"Tape 1, Side B",,
,jj719sy1774_188_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s1_Angell,jm139rc3489_9_a_pm.wav,"Tape 1, Side A",,
,jm139rc3489_9_a_sh.wav,"Tape 1, Side A",,
,jm139rc3489_9_a_sl.mp3,"Tape 1, Side A",1,
,jm139rc3489_9_b_pm.wav,"Tape 1, Side B",,
,jm139rc3489_9_b_sh.wav,"Tape 1, Side B",,
,jm139rc3489_9_b_sl.mp3,"Tape 1, Side B",2,
,jm139rc3489_10_a_pm.wav,"Tape 2, Side A",,
,jm139rc3489_10_a_sh.wav,"Tape 2, Side A",,
,jm139rc3489_10_a_sl.mp3,"Tape 2, Side A",3,
SC1017_s1_Sterling,jr535qx4550_139_a_pm.wav,"Tape 1, Side A",,
,jr535qx4550_139_a_sh.wav,"Tape 1, Side A",,
,jr535qx4550_139_a_sl.mp3,"Tape 1, Side A",1,
,jr535qx4550_139_b_pm.wav,"Tape 1, Side B",,
,jr535qx4550_139_b_sh.wav,"Tape 1, Side B",,
,jr535qx4550_139_b_sl.mp3,"Tape 1, Side B",2,
,jr535qx4550_140_a_pm.wav,"Tape 2, Side A",,
,jr535qx4550_140_a_sh.wav,"Tape 2, Side A",,
,jr535qx4550_140_a_sl.mp3,"Tape 2, Side A",3,
,jr535qx4550_140_b_pm.wav,"Tape 2, Side B",,
,jr535qx4550_140_b_sh.wav,"Tape 2, Side B",,
,jr535qx4550_140_b_sl.mp3,"Tape 2, Side B",4,
,jr535qx4550_252_a_pm.wav,"Tape 3, Side A",,
,jr535qx4550_252_a_sh.wav,"Tape 3, Side A",,
,jr535qx4550_252_a_sl.mp3,"Tape 3, Side A",5,
,jr535qx4550_252_b_pm.wav,"Tape 3, Side B",,
,jr535qx4550_252_b_sh.wav,"Tape 3, Side B",,
,jr535qx4550_252_b_sl.mp3,"Tape 3, Side B",6,
,jr535qx4550_253_a_pm.wav,"Tape 4, Side A",,
,jr535qx4550_253_a_sh.wav,"Tape 4, Side A",,
,jr535qx4550_253_a_sl.mp3,"Tape 4, Side A",7,
,jr535qx4550_254_a_pm.wav,"Tape 5, Side A",,
,jr535qx4550_254_a_sh.wav,"Tape 5, Side A",,
,jr535qx4550_254_a_sl.mp3,"Tape 5, Side A",8,
,jr535qx4550_254_b_pm.wav,"Tape 5, Side B",,
,jr535qx4550_254_b_sh.wav,"Tape 5, Side B",,
,jr535qx4550_254_b_sl.mp3,"Tape 5, Side B",9,
,jr535qx4550_255_a_pm.wav,"Tape 6, Side A",,
,jr535qx4550_255_a_sh.wav,"Tape 6, Side A",,
,jr535qx4550_255_a_sl.mp3,"Tape 6, Side A",10,
,jr535qx4550_256_a_pm.wav,"Tape 7, Side A",,
,jr535qx4550_256_a_sh.wav,"Tape 7, Side A",,
,jr535qx4550_256_a_sl.mp3,"Tape 7, Side A",11,
,jr535qx4550_256_b_pm.wav,"Tape 7, Side B",,
,jr535qx4550_256_b_sh.wav,"Tape 7, Side B",,
,jr535qx4550_256_b_sl.mp3,"Tape 7, Side B",12,
,jr535qx4550_257_a_pm.wav,"Tape 8, Side A",,
,jr535qx4550_257_a_sh.wav,"Tape 8, Side A",,
,jr535qx4550_257_a_sl.mp3,"Tape 8, Side A",13,
,jr535qx4550_258_a_pm.wav,"Tape 9, Side A",,
,jr535qx4550_258_a_sh.wav,"Tape 9, Side A",,
,jr535qx4550_258_a_sl.mp3,"Tape 9, Side A",14,
,jr535qx4550_258_b_pm.wav,"Tape 9, Side B",,
,jr535qx4550_258_b_sh.wav,"Tape 9, Side B",,
,jr535qx4550_258_b_sl.mp3,"Tape 9, Side B",15,
,jr535qx4550_259_a_pm.wav,"Tape 10, Side A",,
,jr535qx4550_259_a_sh.wav,"Tape 10, Side A",,
,jr535qx4550_259_a_sl.mp3,"Tape 10, Side A",16,
,jr535qx4550_259_b_pm.wav,"Tape 10, Side B",,
,jr535qx4550_259_b_sh.wav,"Tape 10, Side B",,
,jr535qx4550_259_b_sl.mp3,"Tape 10, Side B",17,
,jr535qx4550_260_a_pm.wav,"Tape 11, Side A",,
,jr535qx4550_260_a_sh.wav,"Tape 11, Side A",,
,jr535qx4550_260_a_sl.mp3,"Tape 11, Side A",18,
,jr535qx4550_261_a_pm.wav,"Tape 12, Side A",,
,jr535qx4550_261_a_sh.wav,"Tape 12, Side A",,
,jr535qx4550_261_a_sl.mp3,"Tape 12, Side A",19,
,jr535qx4550_261_b_pm.wav,"Tape 12, Side B",,
,jr535qx4550_261_b_sh.wav,"Tape 12, Side B",,
,jr535qx4550_261_b_sl.mp3,"Tape 12, Side B",20,
SC1017_s3_Proctor,kb367xf0415_186_a_pm.wav,"Tape 1, Side A",,
,kb367xf0415_186_a_sh.wav,"Tape 1, Side A",,
,kb367xf0415_186_a_sl.mp3,"Tape 1, Side A",1,
,kb367xf0415_186_b_pm.wav,"Tape 1, Side B",,
,kb367xf0415_186_b_sh.wav,"Tape 1, Side B",,
,kb367xf0415_186_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s1_Dodds,kc168hs2114_51_a_pm.wav,"Tape 1, Side A",,
,kc168hs2114_51_a_sh.wav,"Tape 1, Side A",,
,kc168hs2114_51_a_sl.mp3,"Tape 1, Side A",1,
,kc168hs2114_51_b_pm.wav,"Tape 1, Side B",,
,kc168hs2114_51_b_sh.wav,"Tape 1, Side B",,
,kc168hs2114_51_b_sl.mp3,"Tape 1, Side B",2,
,kc168hs2114_52_a_pm.wav,"Tape 2, Side A",,
,kc168hs2114_52_a_sh.wav,"Tape 2, Side A",,
,kc168hs2114_52_a_sl.mp3,"Tape 2, Side A",3,
,kc168hs2114_52_b_pm.wav,"Tape 2, Side B",,
,kc168hs2114_52_b_sh.wav,"Tape 2, Side B",,
,kc168hs2114_52_b_sl.mp3,"Tape 2, Side B",4,
,kc168hs2114_53_a_pm.wav,"Tape 3, Side A",,
,kc168hs2114_53_a_sh.wav,"Tape 3, Side A",,
,kc168hs2114_53_a_sl.mp3,"Tape 3, Side A",5,
,kc168hs2114_53_b_pm.wav,"Tape 3, Side B",,
,kc168hs2114_53_b_sh.wav,"Tape 3, Side B",,
,kc168hs2114_53_b_sl.mp3,"Tape 3, Side B",6,
SC1017_ s3_Spaeth,kg708xb5296_191_a_pm.wav,"Tape 1, Side A",,
,kg708xb5296_191_a_sh.wav,"Tape 1, Side A",,
,kg708xb5296_191_a_sl.mp3,"Tape 1, Side A",1,
,kg708xb5296_191_b_pm.wav,"Tape 1, Side B",,
,kg708xb5296_191_b_sh.wav,"Tape 1, Side B",,
,kg708xb5296_191_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s1_Whitaker,kh986qj9591_145_a_pm.wav,"Tape 1, Side A",,
,kh986qj9591_145_a_sh.wav,"Tape 1, Side A",,
,kh986qj9591_145_a_sl.mp3,"Tape 1, Side A",1,
,kh986qj9591_145_b_pm.wav,"Tape 1, Side B",,
,kh986qj9591_145_b_sh.wav,"Tape 1, Side B",,
,kh986qj9591_145_b_sl.mp3,"Tape 1, Side B",2,
,kh986qj9591_146_a_pm.wav,"Tape 2, Side A",,
,kh986qj9591_146_a_sh.wav,"Tape 2, Side A",,
,kh986qj9591_146_a_sl.mp3,"Tape 2, Side A",3,
,kh986qj9591_146_b_pm.wav,"Tape 2, Side B",,
,kh986qj9591_146_b_sh.wav,"Tape 2, Side B",,
,kh986qj9591_146_b_sl.mp3,"Tape 2, Side B",4,
SC1017_s1_Boyd,kk054hk3325_23_a_pm.wav,"Tape 1, Side A",,
,kk054hk3325_23_a_sh.wav,"Tape 1, Side A",,
,kk054hk3325_23_a_sl.mp3,"Tape 1, Side A",1,
,kk054hk3325_23_b_pm.wav,"Tape 1, Side B",,
,kk054hk3325_23_b_sh.wav,"Tape 1, Side B",,
,kk054hk3325_23_b_sl.mp3,"Tape 1, Side B",2,
SC1017_ s3_Rusmore,km409bn6882_189_a_pm.wav,"Tape 1, Side A",,
,km409bn6882_189_a_sh.wav,"Tape 1, Side A",,
,km409bn6882_189_a_sl.mp3,"Tape 1, Side A",1,
,km409bn6882_189_b_pm.wav,"Tape 1, Side B",,
,km409bn6882_189_b_sh.wav,"Tape 1, Side B",,
,km409bn6882_189_b_sl.mp3,"Tape 1, Side B",2,
SC1017_ s6_Ginzton,md951vt4966_237_a_pm.wav,"Tape 1, Side A",,
,md951vt4966_237_a_sh.wav,"Tape 1, Side A",,
,md951vt4966_237_a_sl.mp3,"Tape 1, Side A",1,
,md951vt4966_237_b_pm.wav,"Tape 1, Side B",,
,md951vt4966_237_b_sh.wav,"Tape 1, Side B",,
,md951vt4966_237_b_sl.mp3,"Tape 1, Side B",2,
,md951vt4966_238_a_pm.wav,"Tape 2, Side A",,
,md951vt4966_238_a_sh.wav,"Tape 2, Side A",,
,md951vt4966_238_a_sl.mp3,"Tape 2, Side A",3,
,md951vt4966_238_b_pm.wav,"Tape 2, Side B",,
,md951vt4966_238_b_sh.wav,"Tape 2, Side B",,
,md951vt4966_238_b_sl.mp3,"Tape 2, Side B",4,
,md951vt4966_239_a_pm.wav,"Tape 3, Side A",,
,md951vt4966_239_a_sh.wav,"Tape 3, Side A",,
,md951vt4966_239_a_sl.mp3,"Tape 3, Side A",5,
,md951vt4966_239_b_pm.wav,"Tape 3, Side B",,
,md951vt4966_239_b_sh.wav,"Tape 3, Side B",,
,md951vt4966_239_b_sl.mp3,"Tape 3, Side B",6,
,md951vt4966_241_b_pm.wav,"Tape 4, Side A",,
,md951vt4966_241_b_sh.wav,"Tape 4, Side A",,
,md951vt4966_241_b_sl.mp3,"Tape 4, Side A",7,
,md951vt4966_242_a_pm.wav,"Tape 5, Side A",,
,md951vt4966_242_a_sh.wav,"Tape 5, Side A",,
,md951vt4966_242_a_sl.mp3,"Tape 5, Side A",8,
,md951vt4966_242_b_pm.wav,"Tape 5, Side B",,
,md951vt4966_242_b_sh.wav,"Tape 5, Side B",,
,md951vt4966_242_b_sl.mp3,"Tape 5, Side B",9,
SC1017_s1_Jessup,mg900qy3711_85_a_pm.wav,"Tape 1, Side A",,
,mg900qy3711_85_a_sh.wav,"Tape 1, Side A",,
,mg900qy3711_85_a_sl.mp3,"Tape 1, Side A",1,
,mg900qy3711_85_b_pm.wav,"Tape 1, Side B",,
,mg900qy3711_85_b_sh.wav,"Tape 1, Side B",,
,mg900qy3711_85_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s3_Welis,mj674nw7551_194_a_pm.wav,"Tape 1, Side A",,
,mj674nw7551_194_a_sh.wav,"Tape 1, Side A",,
,mj674nw7551_194_a_sl.mp3,"Tape 1, Side A",1,
,mj674nw7551_194_b_pm.wav,"Tape 1, Side B",,
,mj674nw7551_194_b_sh.wav,"Tape 1, Side B",,
,mj674nw7551_194_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s1_Carley,mn476xr0616_208_a_pm.wav,"Tape 1, Side A",,
,mn476xr0616_208_a_sh.wav,"Tape 1, Side A",,
,mn476xr0616_208_a_sl.mp3,"Tape 1, Side A",1,
,mn476xr0616_208_b_pm.wav,"Tape 1, Side B",,
,mn476xr0616_208_b_sh.wav,"Tape 1, Side B",,
,mn476xr0616_208_b_sl.mp3,"Tape 1, Side B",2,
SC1017_s3_Dutton,mp305sx2342_171_a_pm.wav,"Tape 1, Side A",,
,mp305sx2342_171_a_sh.wav,"Tape 1, Side A",,
,mp305sx2342_171_a_sl.mp3,"Tape 1, Side A",1,
,mp305sx2342_171_b_pm.wav,"Tape 1, Side B",,
,mp305sx2342_171_b_sh.wav,"Tape 1, Side B",,
,mp305sx2342_171_b_sl.mp3,"Tape 1, Side B",2,
